config_name,records,status_counts,homography_available,homography_rate,mean_matches,mean_inliers,median_inlier_ratio,mean_coverage,median_reproj_error,mean_runtime_sec,total_runtime_sec
light_resize800_npt1000_patch48,75,{'ok': 75},75,1.0,444.02666666666664,93.88,0.05714285714285714,0.3375,0.25952398777008057,5.618985557556153,421.4239168167114
strong_resize1200_npt2000_patch64,75,{'ok': 75},75,1.0,771.2666666666667,152.85333333333332,0.04519774011299435,0.35333333333333333,0.20575079321861267,13.852165975570678,1038.912448167801
